SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
24.8,8,227427,21,8,ack,55,9,7087,16088,884840,Switch1,clien-8,22.645127,22.645127,22.655131,0,328.113525,18046.2,55,0.008438,0,22.625121,22.655131,1.030054,50.061864,Normal
24.13,13,509414,22,13,ack,55,14,14349,16103,885665,Switch2,clien-13,44.723858,44.723858,44.733861,0,328.460278,18065.3,55,0.008446,0,44.703851,44.733861,1.030032,50.055747,Normal
13,24.13,323787,22,23,tcp,1540,14,9672,16103,24798600,Switch2,Router,30.473022,30.473022,30.483146,0,328.460131,505828,1540,0.236498,0,30.462899,30.493269,1,50.025737,Normal
20,25,59915,21,23,tcp,55,0,44,7085,389675,switch1,router,56.980523,56.980523,56.990526,0,94.7212,5209.67,55,0.003716,0.071283,56.949883,57.021166,1.201267,75.999728,SIDDOS
24.9,9,379330,23,21,ack,55,10,11061,16085,884675,Router,Switch1,34.73496,34.73496,34.744963,0,328.064183,18043.5,55,0.008437,0,34.724957,34.754966,1.030058,50.060098,Normal
14,24.14,51293,22,23,tcp,1540,15,1604,16103,24798600,Switch2,Router,6.049942,6.049942,6.060066,0,328.431807,505785,1540,0.236498,0,6.039819,6.070189,1,50.029965,Normal
11.1,24.31,637911,11,22,cbr,1000,32,6067,6250,6250000,clien-11,Switch2,73.536,73.536,73.54608,0,124.943825,124944,1000,0.059605,0.00024,73.536,73.56648,25,75.02248,Normal
9,24.9,248121,21,23,tcp,1540,10,7739,16085,24770900,Switch1,Router,24.585871,24.585871,24.595994,0,328.063862,505218,1540,0.236234,0,24.575747,24.606117,1,50.030088,Normal
24.2,2,331278,24,23,ack,55,3,9853,16091,885005,server1,Router,31.036455,31.036455,31.046458,0,328.26412,18054.5,55,0.00844,0,31.036455,31.066465,1.030022,50.048477,Normal
24.7,7,143202,23,21,ack,55,8,4455,16090,884950,Router,Switch1,14.707721,14.707721,14.717724,0,328.167767,18049.2,55,0.00844,0,14.697717,14.727727,1.030051,50.059851,Normal
24.9,9,111177,23,21,ack,55,10,3452,16085,884675,Router,Switch1,11.69324,11.69324,11.703243,0,328.064183,18043.5,55,0.008437,0,11.683237,11.713246,1.030058,50.060098,Normal
6,24.6,131496,6,21,tcp,1540,7,4106,16091,24780100,clien-6,Switch1,13.59552,13.59552,13.605643,0,328.192835,505416,1540,0.236321,0,13.59552,13.625889,1,50.029102,Normal
11.2,24.53,77537,23,24,cbr,1500,32,2980,9108,13662000,router,server1,73.580834,73.583834,73.593954,0.003,1016.449678,1524670,1500,0.130291,0.03624,73.557714,73.593954,1,9.960601,UDP-Flood
10,24.1,85807,10,22,tcp,1540,11,2687,16103,24798600,clien-10,Switch2,9.291795,9.291795,9.301918,0,328.561898,505985,1540,0.236498,0,9.291795,9.322165,1,50.010552,Normal
24.2,2,87277,21,2,ack,55,3,2713,16091,885005,Switch1,clien-2,9.449624,9.449624,9.459627,0,328.26412,18054.5,55,0.00844,0,9.429618,9.459627,1.030022,50.048477,Normal
13,24.13,169064,23,24,tcp,1540,14,5272,16103,24798600,Router,server1,17.151015,17.151015,17.161138,0,328.460131,505828,1540,0.236498,0,17.130768,17.161138,1,50.025737,Normal
24.2,2,48202,23,21,ack,55,3,1492,16091,885005,Router,Switch1,5.75612,5.75612,5.766123,0,328.26412,18054.5,55,0.00844,0,5.746117,5.776126,1.030022,50.048477,Normal
8,24.8,320134,21,23,tcp,1540,9,9580,16088,24775500,Switch1,Router,30.192729,30.192729,30.202852,0,328.11323,505294,1540,0.236278,0,30.182605,30.212975,1,50.031854,Normal
9,24.9,41174,9,21,tcp,1540,10,1285,16085,24770900,clien-9,Switch1,5.084227,5.084227,5.09435,0,328.063862,505218,1540,0.236234,0,5.084227,5.114597,1,50.030088,Normal
24.12,12,325697,24,23,ack,55,13,9711,16103,885665,server1,Router,30.60813,30.60813,30.618133,0,328.491596,18067,55,0.008446,0,30.60813,30.63814,1.030026,50.051067,Normal
8,24.8,360892,8,21,tcp,1540,9,10607,16088,24775500,clien-8,Switch1,33.310641,33.310641,33.320764,0,328.11323,505294,1540,0.236278,0,33.310641,33.34101,1,50.031854,Normal
24,0,325644,23,21,ack,55,1,9713,16091,885005,Router,Switch1,30.614685,30.614685,30.624689,0,328.316229,18057.4,55,0.00844,0,30.604682,30.634692,1.03001,50.040685,Normal
1,24.1,81815,1,21,tcp,1540,2,2561,16091,24780100,clien-1,Switch1,8.915106,8.915106,8.925229,0,328.297855,505578,1540,0.236321,0,8.915106,8.945475,1,50.013418,Normal
11,24.11,56359,22,23,tcp,1540,12,1765,16103,24798600,Switch2,Router,6.525954,6.525954,6.536077,0,328.522879,505925,1540,0.236498,0,6.51583,6.5462,1,50.016373,Normal
4,24.4,502902,4,21,tcp,1540,5,14185,16091,24780100,clien-4,Switch1,44.203542,44.203542,44.213666,0,328.217832,505455,1540,0.236321,0.000307,44.203542,44.234219,1,50.025368,Normal
24.6,6,222887,21,6,ack,55,7,6943,16091,885005,Switch1,clien-6,22.218883,22.218883,22.228886,0,328.19309,18050.6,55,0.00844,0,22.198876,22.228886,1.030048,50.059112,Normal
24.8,8,206076,23,21,ack,55,9,6419,16088,884840,Router,Switch1,20.628256,20.628256,20.638259,0,328.113525,18046.2,55,0.008438,0,20.618253,20.648262,1.030054,50.061864,Normal
7,24.7,182649,21,23,tcp,1540,8,5702,16090,24778600,Switch1,Router,18.422507,18.422507,18.43263,0,328.167486,505378,1540,0.236307,0,18.412384,18.442754,1,50.029842,Normal
24.12,12,290280,22,12,ack,55,13,8824,16103,885665,Switch2,clien-12,27.912768,27.912768,27.922771,0,328.491596,18067,55,0.008446,0,27.892762,27.922771,1.030026,50.051067,Normal
8,24.8,23226,23,24,tcp,1540,9,730,16088,24775500,Router,server1,3.414346,3.414346,3.424469,0,328.11323,505294,1540,0.236278,0,3.394099,3.424469,1,50.031854,Normal
0.2,24.42,16931,23,24,cbr,1500,21,650,9108,13662000,router,server1,16.820297,16.822686,16.832806,0.002389,1016.54917,1524820,1500,0.130291,0.033949,16.798857,16.832806,1,9.959724,UDP-Flood
8.2,24.5,33276,21,23,cbr,1500,29,1274,9108,13662000,switch1,router,32.022931,32.063988,32.074108,0.041057,1016.516723,1524780,1500,0.130291,0.123965,32.012571,32.136536,1,9.96001,UDP-Flood
24,0,331756,21,0,ack,55,1,9865,16091,885005,Switch1,clien-0,31.092523,31.092523,31.102526,0,328.316229,18057.4,55,0.00844,0,31.072517,31.102526,1.03001,50.040685,Normal
24.15,15,383803,23,22,ack,55,16,11173,16092,885060,Router,Switch2,35.076567,35.076567,35.08657,0,328.206042,18051.3,55,0.008441,0,35.066564,35.096574,1.030045,50.060221,Normal
24.13,13,412573,22,13,ack,55,14,11903,16103,885665,Switch2,clien-13,37.293882,37.293882,37.303885,0,328.460278,18065.3,55,0.008446,0,37.273876,37.303885,1.030032,50.055747,Normal
24.1,1,181116,21,1,ack,55,2,5645,16091,885005,Switch1,clien-1,18.289427,18.289427,18.29943,0,328.297902,18056.4,55,0.00844,0,18.26942,18.29943,1.030016,50.043427,Normal
0,24,537676,23,24,tcp,1540,1,15064,16091,24780100,Router,server1,46.891171,46.891171,46.901295,0,328.316229,505606,1540,0.236321,0,46.870925,46.901295,1,50.010675,Normal
24.3,3,500919,23,21,ack,55,4,14127,16091,885005,Router,Switch1,44.060765,44.060765,44.070768,0,328.241051,18053.3,55,0.00844,0,44.050762,44.080771,1.030029,50.051929,Normal
24.7,7,154917,23,21,ack,55,8,4824,16090,884950,Router,Switch1,15.809793,15.809793,15.819796,0,328.167767,18049.2,55,0.00844,0,15.79979,15.8298,1.030051,50.059851,Normal
24.9,9,233862,21,9,ack,55,10,7289,16085,884675,Switch1,clien-9,23.250048,23.250048,23.260052,0,328.064183,18043.5,55,0.008437,0,23.230042,23.260052,1.030058,50.060098,Normal
0.2,24.42,31701,0,21,cbr,692,21,1217,9108,6302740,client-0,switch1,30.549714,30.550314,30.56037,0.0006,1016.54917,703452,692,0.060108,0.036296,30.549714,30.58601,1,9.959724,UDP-Flood
15.1,24.35,511616,22,23,cbr,1000,36,2484,6250,6250000,Switch2,Router,44.88208,44.88248,44.89256,0.0004,124.942227,124942,1000,0.059605,0.00087,44.872,44.90311,25,75.02312,Normal
24.1,10,31425,22,10,ack,55,11,975,16103,885665,Switch2,clien-10,4.190843,4.190843,4.200846,0,328.561918,18070.9,55,0.008446,0,4.170837,4.200846,1.030013,50.040562,Normal
24.13,13,3968,22,13,ack,55,14,111,16103,885665,Switch2,clien-13,1.602422,1.602422,1.612426,0,328.460278,18065.3,55,0.008446,0,1.582416,1.612426,1.030032,50.055747,Normal
7,24.7,91778,23,24,tcp,1540,8,2868,16090,24778600,Router,server1,9.873811,9.873811,9.883934,0,328.167486,505378,1540,0.236307,0,9.853565,9.883934,1,50.029842,Normal
1,24.1,135258,21,23,tcp,1540,2,4227,16091,24780100,Switch1,Router,13.962744,13.962744,13.972867,0,328.297855,505578,1540,0.236321,0,13.95262,13.98299,1,50.013418,Normal
24.12,12,72066,23,22,ack,55,13,2244,16103,885665,Router,Switch2,8.007768,8.007768,8.017771,0,328.491596,18067,55,0.008446,0,7.997765,8.027774,1.030026,50.051067,Normal
24,0,412988,24,23,ack,55,1,11918,16091,885005,server1,Router,37.305283,37.305283,37.315287,0,328.316229,18057.4,55,0.00844,0,37.305283,37.335293,1.03001,50.040685,Normal
3,24.3,54336,21,23,tcp,1540,4,1692,16091,24780100,Switch1,Router,6.332866,6.332866,6.342989,0,328.240918,505490,1540,0.236321,0,6.322742,6.353112,1,50.02192,Normal
8.1,24.28,514010,21,23,cbr,1000,29,2507,6250,6250000,Switch1,Router,45.06608,45.066717,45.076797,0.000637,124.941228,124941,1000,0.059605,0.00132,45.056,45.08756,25,75.02352,Normal
1,24.1,198131,21,23,tcp,1540,2,6190,16091,24780100,Switch1,Router,19.880672,19.880672,19.890795,0,328.297855,505578,1540,0.236321,0,19.870548,19.900918,1,50.013418,Normal
6.1,24.26,283652,23,24,cbr,1000,27,298,6250,6250000,Router,server1,27.40464,27.40529,27.41537,0.00065,124.942027,124942,1000,0.059605,0.00113,27.384,27.41537,25,75.0232,Normal
3,24.3,434914,23,24,tcp,1540,4,12472,16091,24780100,Router,server1,39.008011,39.009488,39.019611,0.001477,328.240918,505490,1540,0.236321,0.001477,38.987765,39.019611,1,50.02192,Normal
24.8,8,574116,21,8,ack,55,9,15964,16088,884840,Switch1,clien-8,49.684103,49.684103,49.694106,0,328.113525,18046.2,55,0.008438,0,49.664096,49.694106,1.030054,50.061864,Normal
24.3,3,251082,21,3,ack,55,4,7825,16091,885005,Switch1,clien-3,24.873307,24.873307,24.883311,0,328.241051,18053.3,55,0.00844,0,24.853301,24.883311,1.030029,50.051929,Normal
24,0,264282,24,23,ack,55,1,8165,16091,885005,server1,Router,25.897086,25.897086,25.90709,0,328.316229,18057.4,55,0.00844,0,25.897086,25.927096,1.03001,50.040685,Normal
15,24.15,499566,15,22,tcp,1540,16,14109,16092,24781700,clien-15,Switch2,43.947618,43.947618,43.957741,0,328.205808,505437,1540,0.236337,0.000307,43.947618,43.978295,1,50.030211,Normal
24.3,3,11679,23,21,ack,55,4,351,16091,885005,Router,Switch1,2.317216,2.317216,2.327219,0,328.241051,18053.3,55,0.00844,0,2.307213,2.337222,1.030029,50.051929,Normal
0,24,455493,23,24,tcp,1540,1,13002,16091,24780100,Router,server1,40.586961,40.586961,40.597084,0,328.316229,505606,1540,0.236321,0,40.566714,40.597084,1,50.010675,Normal
9.2,24.51,64856,9,21,cbr,1500,30,2485,9108,13662000,client-9,switch1,61.562286,61.562406,61.572526,0.00012,1016.496869,1524750,1500,0.130291,0.03252,61.562286,61.594806,1,9.960185,UDP-Flood
24.6,6,197699,24,23,ack,55,7,6161,16091,885005,server1,Router,19.828808,19.828808,19.838811,0,328.19309,18050.6,55,0.00844,0,19.828808,19.858817,1.030048,50.059112,Normal
5,24.5,472371,5,21,tcp,1540,6,13418,16091,24780100,clien-5,Switch1,41.86188,41.86188,41.872003,0,328.204637,505434,1540,0.236321,0,41.86188,41.89225,1,50.027339,Normal
24.11,11,129081,24,23,ack,55,12,4026,16103,885665,server1,Router,13.369912,13.369912,13.379915,0,328.522947,18068.8,55,0.008446,0,13.369912,13.399922,1.030019,50.046382,Normal
7,24.7,467281,21,23,tcp,1540,8,13287,16090,24778600,Switch1,Router,41.481978,41.481978,41.492101,0,328.167486,505378,1540,0.236307,0,41.471854,41.502224,1,50.029842,UDP-Flood
4,24.4,392891,23,24,tcp,1540,5,11413,16091,24780100,Router,server1,35.784396,35.784396,35.794519,0,328.217832,505455,1540,0.236321,0,35.764149,35.794519,1,50.025368,Normal
14,24.14,426480,22,23,tcp,1540,15,12263,16103,24798600,Switch2,Router,38.353086,38.353086,38.36321,0,328.431807,505785,1540,0.236498,0,38.342963,38.373333,1,50.029965,Normal
3,24.3,363457,23,24,tcp,1540,4,10673,16091,24780100,Router,server1,33.527042,33.527172,33.537295,0.00013,328.240918,505490,1540,0.236321,0.00013,33.506796,33.537295,1,50.02192,Normal
24.2,2,285250,21,2,ack,55,3,8699,16091,885005,Switch1,clien-2,27.52657,27.52657,27.536573,0,328.26412,18054.5,55,0.00844,0,27.506563,27.536573,1.030022,50.048477,Normal
24.9,9,284871,23,21,ack,55,10,8682,16085,884675,Router,Switch1,27.487624,27.487624,27.497627,0,328.064183,18043.5,55,0.008437,0,27.477621,27.50763,1.030058,50.060098,Normal
24.4,4,473982,24,23,ack,55,5,13448,16091,885005,server1,Router,41.984131,41.984131,41.994135,0,328.218006,18052,55,0.00844,0,41.984131,42.014141,1.030035,50.055377,Normal
10,24.1,24266,23,24,tcp,1540,11,764,16103,24798600,Router,server1,3.51416,3.51416,3.524283,0,328.561898,505985,1540,0.236498,0,3.493914,3.524283,1,50.010552,Normal
13,24.13,256403,13,22,tcp,1540,14,7982,16103,24798600,clien-13,Switch2,25.290426,25.290426,25.300549,0,328.460131,505828,1540,0.236498,0.0016,25.290426,25.322395,1,50.025737,Normal
24.1,10,296142,22,10,ack,55,11,8976,16103,885665,Switch2,clien-10,28.363992,28.363992,28.373995,0,328.561918,18070.9,55,0.008446,0,28.343986,28.373995,1.030013,50.040562,Normal
24.8,8,246039,24,23,ack,55,9,7667,16088,884840,server1,Router,24.376121,24.376121,24.386124,0,328.113525,18046.2,55,0.008438,0,24.376121,24.406131,1.030054,50.061864,Normal
12.1,24.32,561592,22,23,cbr,1000,33,2963,6250,6250000,Switch2,Router,48.71408,48.71424,48.72432,0.00016,124.943426,124943,1000,0.059605,0.000366,48.704,48.734606,25,75.02264,Normal
24.14,14,115055,22,14,ack,55,15,3590,16103,885665,Switch2,clien-14,12.069584,12.069584,12.079587,0,328.432001,18063.8,55,0.008446,0,12.049578,12.079587,1.030038,50.059974,Normal
24.3,3,575113,23,21,ack,55,4,15994,16091,885005,Router,Switch1,49.751083,49.751083,49.761086,0,328.241051,18053.3,55,0.00844,0,49.74108,49.77109,1.030029,50.051929,Normal
9,24.9,98195,21,23,tcp,1540,10,3064,16085,24770900,Switch1,Router,10.467973,10.467973,10.478096,0,328.063862,505218,1540,0.236234,0,10.45785,10.488219,1,50.030088,Normal
4,24.4,107747,21,23,tcp,1540,5,3365,16091,24780100,Switch1,Router,11.369102,11.369102,11.379226,0,328.217832,505455,1540,0.236321,0,11.358979,11.389349,1,50.025368,Normal
5,24.5,535068,21,23,tcp,1540,6,14994,16091,24780100,Switch1,Router,46.681094,46.681094,46.691218,0,328.204637,505434,1540,0.236321,0,46.670971,46.701341,1,50.027339,Normal
12,24.12,566380,12,22,tcp,1540,13,15791,16103,24798600,clien-12,Switch2,49.071822,49.071822,49.081946,0,328.491489,505876,1540,0.236498,0.000123,49.071822,49.102315,1,50.021057,Normal
24.14,14,146981,24,23,ack,55,15,4575,16103,885665,server1,Router,15.051782,15.051782,15.061786,0,328.432001,18063.8,55,0.008446,0,15.051782,15.081792,1.030038,50.059974,Normal
10.1,24.3,594920,23,24,cbr,1000,31,3933,6250,6250000,Router,server1,56.48416,56.48424,56.49432,0.00008,124.944225,124944,1000,0.059605,0.00008,56.464,56.49432,25,75.02232,Normal
8.1,24.28,577756,21,23,cbr,1000,29,3118,6250,6250000,Switch1,Router,49.95408,49.954757,49.964837,0.000677,124.941228,124941,1000,0.059605,0.00144,49.944,49.97568,25,75.02352,Normal
24.13,13,506236,23,22,ack,55,14,14269,16103,885665,Router,Switch2,44.469341,44.469341,44.479344,0,328.460278,18065.3,55,0.008446,0,44.459338,44.489347,1.030032,50.055747,Normal
4,24.4,35132,4,21,tcp,1540,5,1099,16091,24780100,clien-4,Switch1,4.515925,4.515925,4.526048,0,328.217832,505455,1540,0.236321,0,4.515925,4.546294,1,50.025368,Normal
0.1,24.2,568678,0,21,cbr,1000,21,3031,6250,6250000,clien-0,Switch1,49.248,49.248,49.25808,0,124.944425,124944,1000,0.059605,0.000018,49.248,49.278258,25,75.02224,Normal
6,24.6,116576,6,21,tcp,1540,7,3642,16091,24780100,clien-6,Switch1,12.190736,12.190736,12.200859,0,328.192835,505416,1540,0.236321,0,12.190736,12.221106,1,50.029102,Normal
20,25,566998,21,23,tcp,55,0,1807,621,34155,Switch1,Router,49.149353,49.149353,49.159356,0,8.323385,457.786,55,0.000326,0,49.118713,49.189996,1.201267,75.810335,Normal
15,24.15,8220,22,23,tcp,1540,16,261,16092,24781700,Switch2,Router,1.993448,1.993448,2.003571,0,328.205808,505437,1540,0.236337,0,1.983325,2.013694,1,50.030211,Normal
25,20,77187,23,21,ack,576,0,1109521,7110,4095360,router,switch1,73.271055,73.271055,73.281101,0,95.145988,54804.1,576,0.039056,0.113037,73.20728,73.320317,1.27255,75.999821,Normal
15,24.15,80785,22,23,tcp,1540,16,2527,16092,24781700,Switch2,Router,8.830342,8.830342,8.840466,0,328.205808,505437,1540,0.236337,0,8.820219,8.850589,1,50.030211,Normal
2,24.2,165806,23,24,tcp,1540,3,5171,16091,24780100,Router,server1,16.845766,16.845766,16.85589,0,328.26404,505526,1540,0.236321,0,16.82552,16.85589,1,50.018467,Normal
24.14,14,267097,24,23,ack,55,15,8233,16103,885665,server1,Router,26.112864,26.112864,26.122867,0,328.432001,18063.8,55,0.008446,0,26.112864,26.142874,1.030038,50.059974,Normal
13.1,24.33,480015,13,22,cbr,1000,34,2181,6250,6250000,clien-13,Switch2,42.448,42.448,42.45808,0,124.943026,124943,1000,0.059605,0.000634,42.448,42.478874,25,75.0228,Normal
11,24.11,490939,11,22,tcp,1540,12,13900,16103,24798600,clien-11,Switch2,43.286499,43.286499,43.296623,0,328.522879,505925,1540,0.236498,0,43.286499,43.316869,1,50.016373,Normal
1,24.1,241117,1,21,tcp,1540,2,7530,16091,24780100,clien-1,Switch1,23.916128,23.916128,23.926251,0,328.297855,505578,1540,0.236321,0,23.916128,23.946498,1,50.013418,Normal
13.1,24.33,432765,13,22,cbr,1000,34,1728,6250,6250000,clien-13,Switch2,38.824,38.824,38.83408,0,124.943026,124943,1000,0.059605,0.000496,38.824,38.854736,25,75.0228,Normal
9,24.9,330536,23,24,tcp,1540,10,9842,16085,24770900,Router,server1,30.999918,30.999922,31.010045,0.000004,328.063862,505218,1540,0.236234,0.000004,30.979672,31.010045,1,50.030088,Normal
24.14,14,167621,22,14,ack,55,15,5224,16103,885665,Switch2,clien-14,17.019364,17.019364,17.029367,0,328.432001,18063.8,55,0.008446,0,16.999358,17.029367,1.030038,50.059974,Normal
14.2,24.56,16972,23,24,cbr,1500,35,649,9108,13662000,router,server1,16.820216,16.822566,16.832686,0.00235,1016.4372,1524660,1500,0.130291,0.033829,16.798857,16.832686,1,9.960711,UDP-Flood
3.2,24.45,56666,21,23,cbr,1500,24,2063,8655,12982500,switch1,router,53.923051,53.923531,53.933651,0.00048,962.684973,1444030,1500,0.123811,0.03204,53.912571,53.944611,1,9.99048,UDP-Flood
24.9,9,283296,21,9,ack,55,10,8642,16085,884675,Switch1,clien-9,27.376746,27.376746,27.386749,0,328.064183,18043.5,55,0.008437,0,27.356739,27.386749,1.030058,50.060098,Normal
24.2,2,454079,23,21,ack,55,3,12949,16091,885005,Router,Switch1,40.467576,40.467576,40.477579,0,328.26412,18054.5,55,0.00844,0,40.457573,40.487583,1.030022,50.048477,Normal
15,24.15,521766,15,22,tcp,1540,16,14663,16092,24781700,clien-15,Switch2,45.648954,45.648954,45.659077,0,328.205808,505437,1540,0.236337,0.001354,45.648954,45.680677,1,50.030211,Normal
3,24.3,451604,21,23,tcp,1540,4,12896,16091,24780100,Switch1,Router,40.278008,40.278008,40.288131,0,328.240918,505490,1540,0.236321,0.001351,40.267885,40.299605,1,50.02192,Normal
5.1,24.25,634234,23,24,cbr,1000,26,5885,6250,6250000,Router,server1,72.10056,72.10096,72.11104,0.0004,124.942427,124942,1000,0.059605,0.0008,72.08,72.11104,25,75.02304,Normal
11,24.11,335110,22,23,tcp,1540,12,9964,16103,24798600,Switch2,Router,31.340764,31.340764,31.350887,0,328.522879,505925,1540,0.236498,0,31.330641,31.36101,1,50.016373,Normal
12.1,24.32,609327,22,23,cbr,1000,33,4648,6250,6250000,Switch2,Router,62.19408,62.19424,62.20432,0.00016,124.943426,124943,1000,0.059605,0.0004,62.184,62.21464,25,75.02264,Normal
8,24.8,39702,21,23,tcp,1540,9,1234,16088,24775500,Switch1,Router,4.958312,4.958312,4.968435,0,328.11323,505294,1540,0.236278,0,4.948189,4.978558,1,50.031854,Normal
13.2,24.55,21989,22,23,cbr,1500,34,841,9108,13662000,switch2,router,21.49024,21.49096,21.50108,0.00072,1016.443439,1524670,1500,0.130291,0.03216,21.48,21.51216,1,9.960656,UDP-Flood
13,24.13,182690,23,24,tcp,1540,14,5710,16103,24798600,Router,server1,18.437808,18.437808,18.447931,0,328.460131,505828,1540,0.236498,0,18.417562,18.447931,1,50.025737,Normal
13,24.13,363461,23,24,tcp,1540,14,10679,16103,24798600,Router,server1,33.527412,33.527542,33.537665,0.00013,328.460131,505828,1540,0.236498,0.00013,33.507165,33.537665,1,50.025737,Normal
4,24.4,261540,23,24,tcp,1540,5,8103,16091,24780100,Router,server1,25.706814,25.706814,25.716938,0,328.217832,505455,1540,0.236321,0,25.686568,25.716938,1,50.025368,Normal
24,0,537311,23,21,ack,55,1,15048,16091,885005,Router,Switch1,46.851904,46.851904,46.861907,0,328.316229,18057.4,55,0.00844,0,46.841901,46.871911,1.03001,50.040685,Normal
24.2,2,231828,21,2,ack,55,3,7226,16091,885005,Switch1,clien-2,23.061724,23.061724,23.071728,0,328.26412,18054.5,55,0.00844,0,23.041718,23.071728,1.030022,50.048477,Normal
24.13,13,222008,22,13,ack,55,14,6918,16103,885665,Switch2,clien-13,22.133814,22.133814,22.143818,0,328.460278,18065.3,55,0.008446,0,22.113808,22.143818,1.030032,50.055747,Normal
4,24.4,239897,4,21,tcp,1540,5,7490,16091,24780100,clien-4,Switch1,23.799484,23.799484,23.809608,0,328.217832,505455,1540,0.236321,0,23.799484,23.829854,1,50.025368,Normal
8,24.8,396323,23,24,tcp,1540,9,11500,16088,24775500,Router,server1,36.04831,36.048695,36.058818,0.000385,328.11323,505294,1540,0.236278,0.000385,36.028064,36.058818,1,50.031854,Normal
19.1,24.39,602689,19,22,cbr,1000,40,4317,6250,6250000,clien-19,Switch2,59.536,59.536,59.54608,0,124.940628,124941,1000,0.059605,0.00152,59.536,59.56776,25,75.02376,Normal
5,24.5,309984,5,21,tcp,1540,6,9325,16091,24780100,clien-5,Switch1,29.403856,29.403856,29.413979,0,328.204637,505434,1540,0.236321,0,29.403856,29.434226,1,50.027339,Normal
